Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,content,,answer,ANSWER
2,1606398755429,26/11/2020 13:52:35,1606398754142,0,26/11/2020 13:52:34,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,1974.4800000044052,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606398762709,26/11/2020 13:52:42,1606398761448,0,26/11/2020 13:52:41,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,7277.450000008685,,,,,0,1,0,,,,2,,instructionMixed,,,,
4,1606398766648,26/11/2020 13:52:46,1606398765380,0,26/11/2020 13:52:45,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,3924.6249999996508,,,,,0,1,0,,,,2,,instructionMixed,,,,
5,1606398777179,26/11/2020 13:52:57,1606398775912,0,26/11/2020 13:52:55,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,12,1,1,Screen 1,buttonA,response_button_text,10491.655000005267,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,2,example,dataExample_Mixed_AX.png,,"Yes, they contain an indirect correlation",
6,1606398780260,26/11/2020 13:53:00,1606398778992,0,26/11/2020 13:52:58,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,2,1,Screen 1,buttonA,response_button_text,2894.0549999970244,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
7,1606398792355,26/11/2020 13:53:12,1606398791082,0,26/11/2020 13:53:11,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,13,2,1,Screen 1,buttonB,response_button_text,14984.014999994542,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,2,2,example,dataExample_Mixed_AB.png,,"No, they do not contain an indirect correlation",
8,1606398794201,26/11/2020 13:53:14,1606398792925,0,26/11/2020 13:53:12,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,14,1,1,Screen 1,advancementZone,continue_button,1644.560000000638,,,,,0,1,0,,,,2,,start,,,,
9,1606398839010,26/11/2020 13:53:59,1606398837871,0,26/11/2020 13:53:57,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,15,1,1,Screen 1,buttonA,response_button_text,44928.99499999476,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,2,,trial,data1_Mixed_AB.png,,"No, they do not contain an indirect correlation",
10,1606398841353,26/11/2020 13:54:01,1606398840103,0,26/11/2020 13:54:00,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,16,2,1,Screen 1,buttonA,response_button_text,2195.194999992964,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data2_Mixed_AX.png,,"Yes, they contain an indirect correlation",
11,1606398842324,26/11/2020 13:54:02,1606398841050,0,26/11/2020 13:54:01,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,17,3,1,Screen 1,buttonA,response_button_text,918.889999986277,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,2,,trial,data3_Mixed_AX.png,,"Yes, they contain an indirect correlation",
12,1606398843371,26/11/2020 13:54:03,1606398842114,0,26/11/2020 13:54:02,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,18,4,1,Screen 1,buttonB,response_button_text,1032.0950000023004,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,2,,trial,data4_Mixed_AB.png,,"No, they do not contain an indirect correlation",
13,1606398843652,26/11/2020 13:54:03,1606398842148,0,26/11/2020 13:54:02,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,2,,end,,,,
14,1606398845640,26/11/2020 13:54:05,1606398844360,0,26/11/2020 13:54:04,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,slider,response_slider_endValue,2215.120000008028,,,90,,0,1,0,,,,2,,end,,,,
15,1606398845921,26/11/2020 13:54:05,1606398844362,0,26/11/2020 13:54:04,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,19,1,1,Screen 1,continueButton,continue_button,2215.120000008028,,,,,0,1,0,,,,2,,end,,,,
16,1606398864380,26/11/2020 13:54:24,1606398863130,0,26/11/2020 13:54:23,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,18746.490000004997,,,,,0,1,0,,,,1,,instructionPSP,,,,
17,1606398865851,26/11/2020 13:54:25,1606398864583,0,26/11/2020 13:54:24,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1447.4300000001676,,,,,0,1,0,,,,1,,instructionPSP,,,,
18,1606398881027,26/11/2020 13:54:41,1606398879900,0,26/11/2020 13:54:39,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,3,1,Screen 1,buttonA,response_button_text,15292.759999996633,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
19,1606398884201,26/11/2020 13:54:44,1606398882929,0,26/11/2020 13:54:42,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonA,response_button_text,2824.945000000298,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
20,1606398886486,26/11/2020 13:54:46,1606398885212,0,26/11/2020 13:54:45,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,4,1,Screen 1,buttonB,response_button_text,5107.395000013639,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
21,1606398887753,26/11/2020 13:54:47,1606398886482,0,26/11/2020 13:54:46,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,2,1,Screen 1,advancementZone,continue_button,1069.9650000024121,,,,,0,1,0,,,,1,,start,,,,
22,1606398902917,26/11/2020 13:55:02,1606398901661,0,26/11/2020 13:55:01,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,5,1,Screen 1,buttonA,response_button_text,15164.45000001113,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AX.png,,"Yes, they contain an indirect correlation",
23,1606398904636,26/11/2020 13:55:04,1606398903378,0,26/11/2020 13:55:03,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,6,1,Screen 1,buttonB,response_button_text,1704.5749999961117,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data3_PSP_AX.png,,"Yes, they contain an indirect correlation",
24,1606398905870,26/11/2020 13:55:05,1606398904590,0,26/11/2020 13:55:04,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,7,1,Screen 1,buttonB,response_button_text,1197.1200000116369,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AB.png,,"No, they do not contain an indirect correlation",
25,1606398907374,26/11/2020 13:55:07,1606398906115,0,26/11/2020 13:55:06,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,8,1,Screen 1,buttonB,response_button_text,1511.1400000023423,,,"No, they do not contain an indirect correlation",1,0,1,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
26,1606398907639,26/11/2020 13:55:07,1606398906125,0,26/11/2020 13:55:06,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
27,1606398909374,26/11/2020 13:55:09,1606398908243,0,26/11/2020 13:55:08,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,slider,response_slider_endValue,2118.2499999995343,,,89,,0,1,0,,,,1,,end,,,,
28,1606398909624,26/11/2020 13:55:09,1606398908245,0,26/11/2020 13:55:08,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,2,1,Screen 1,continueButton,continue_button,2118.2499999995343,,,,,0,1,0,,,,1,,end,,,,
29,1606398912878,26/11/2020 13:55:12,1606398911625,0,26/11/2020 13:55:11,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,20,1,1,Screen 1,buttonA,response_button_text,3369.1150000086054,,,Parallel Sets Plot,1,0,1,0,,,,,,userPreference,,,,
30,1606398913128,26/11/2020 13:55:13,1606398911629,0,26/11/2020 13:55:11,28606,13,task-l9mz,,8133025,BLIND,2419504,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1536x864,1536x864,,Task 2: Identify correlation outside the display,15,spreadsheet,,,END TASK,,,,,159628,,,,,0,1,0,,,,,,,,,,
1,1606388220193,26/11/2020 10:57:00,1606388220752,0,26/11/2020 10:57:00,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,
2,1606388281026,26/11/2020 10:58:01,1606388281650,0,26/11/2020 10:58:01,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,1,1,1,Screen 1,advancementZone,continue_button,60778.44000000914,,,,,0,1,0,,,,,,taskIntroduction,,,,
3,1606388402131,26/11/2020 11:00:02,1606388402812,0,26/11/2020 11:00:02,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,1,Screen 1,advancementZone,continue_button,121138.0599999975,,,,,0,1,0,,,,1,,instructionPSP,,,,
4,1606388403443,26/11/2020 11:00:03,1606388404073,0,26/11/2020 11:00:04,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,2,1,2,Screen 2,advancementZone,continue_button,1246.9699999928707,,,,,0,1,0,,,,1,,instructionPSP,,,,
5,1606388413421,26/11/2020 11:00:13,1606388414122,0,26/11/2020 11:00:14,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonA,response_button_text,9998.635000010836,,,"Yes, they contain an indirect correlation",1,0,1,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
6,1606388439988,26/11/2020 11:00:39,1606388440614,0,26/11/2020 11:00:40,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,4,1,1,Screen 1,buttonB,response_button_text,36492.49000000418,,,"No, they do not contain an indirect correlation",2,1,0,0,,,,1,1,example,dataExample_PSP_AB.png,,"No, they do not contain an indirect correlation",
7,1606388446069,26/11/2020 11:00:46,1606388446742,0,26/11/2020 11:00:46,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,3,2,1,Screen 1,buttonA,response_button_text,5869.084999998449,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,1,example,dataExample_PSP_AX.png,,"Yes, they contain an indirect correlation",
8,1606388447694,26/11/2020 11:00:47,1606388448385,0,26/11/2020 11:00:48,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,5,1,1,Screen 1,advancementZone,continue_button,1422.469999990426,,,,,0,1,0,,,,1,,start,,,,
9,1606388457032,26/11/2020 11:00:57,1606388457733,0,26/11/2020 11:00:57,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,6,1,1,Screen 1,buttonB,response_button_text,9324.619999999413,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data3_PSP_AB.png,,"No, they do not contain an indirect correlation",
10,1606388460709,26/11/2020 11:01:00,1606388461344,0,26/11/2020 11:01:01,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,7,2,1,Screen 1,buttonA,response_button_text,3588.6800000007497,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data4_PSP_AX.png,,"Yes, they contain an indirect correlation",
11,1606388462272,26/11/2020 11:01:02,1606388462881,0,26/11/2020 11:01:02,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,8,3,1,Screen 1,buttonA,response_button_text,1508.2949999923585,,,"Yes, they contain an indirect correlation",1,1,0,0,,,,1,,trial,data2_PSP_AX.png,,"Yes, they contain an indirect correlation",
12,1606388467445,26/11/2020 11:01:07,1606388468142,0,26/11/2020 11:01:08,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,9,4,1,Screen 1,buttonB,response_button_text,5243.53500000143,,,"No, they do not contain an indirect correlation",1,1,0,0,,,,1,,trial,data1_PSP_AB.png,,"No, they do not contain an indirect correlation",
13,1606388467507,26/11/2020 11:01:07,1606388468168,0,26/11/2020 11:01:08,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_initialValue,0,,,50,,0,1,0,,,,1,,end,,,,
14,1606388474699,26/11/2020 11:01:14,1606388475381,0,26/11/2020 11:01:15,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,slider,response_slider_endValue,7213.40500000224,,,65,,0,1,0,,,,1,,end,,,,
15,1606388474855,26/11/2020 11:01:14,1606388475382,0,26/11/2020 11:01:15,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,10,1,1,Screen 1,continueButton,continue_button,7213.40500000224,,,,,0,1,0,,,,1,,end,,,,
16,1606388502196,26/11/2020 11:01:42,1606388502806,0,26/11/2020 11:01:42,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,1,Screen 1,advancementZone,continue_button,27407.95999999682,,,,,0,1,0,,,,2,,instructionMixed,,,,
17,1606388503337,26/11/2020 11:01:43,1606388503911,0,26/11/2020 11:01:43,28606,13,task-l9mz,,8127954,BLIND,2417762,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 87.0.4280.66,1920x1080,1920x937,,Task 2: Identify correlation outside the display,15,spreadsheet,spreadsheet,11,1,2,Screen 2,advancementZone,continue_button,1095.950000002631,,,,,0,1,0,,,,2,,instructionMixed,,,,
